what,kind,bundleId,bundleVersion,description,time
started,bundle,org.sonarlint.eclipse.cdt,4.3.0.12432,"org.sonarlint.eclipse.cdt",1608074118881
started,bundle,org.sonarlint.eclipse.jdt,4.3.0.12432,"org.sonarlint.eclipse.jdt",1608074118881
started,bundle,org.sonarlint.eclipse.m2e,4.3.0.12432,"org.sonarlint.eclipse.m2e",1608074118891
started,bundle,org.eclipse.wst.jsdt.core,2.0.302.v201804042202,"org.eclipse.wst.jsdt.core",1608074119041
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.601.v201602241911,"org.eclipse.wst.jsdt.manipulation",1608074119091
started,bundle,org.eclipse.wst.jsdt.ui,2.0.301.v201710051729,"org.eclipse.wst.jsdt.ui",1608074119101
started,bundle,org.sonarlint.eclipse.core,4.3.0.12432,"org.sonarlint.eclipse.core",1608074119111
started,bundle,org.sonarlint.eclipse.ui,4.3.0.12432,"org.sonarlint.eclipse.ui",1608074119191
started,bundle,org.eclipse.m2e.wtp,1.4.0.20180606-2005,"org.eclipse.m2e.wtp",1608074119211
started,bundle,org.eclipse.wst.server.core,1.10.0.v201803052214,"org.eclipse.wst.server.core",1608074119245
started,bundle,com.ibm.ws.ast.verify.ui,1.0.201.v20190912_1541,"com.ibm.ws.ast.verify.ui",1608074119270
started,bundle,com.ibm.ws.ast.verify.core,1.1.201.v20190912_1541,"com.ibm.ws.ast.verify.core",1608074119272
started,bundle,com.ibm.ws.ast.st.common.core,6.3.0.v20190912_1541,"com.ibm.ws.ast.st.common.core",1608074119273
started,bundle,com.ibm.ws.ast.st.core,7.2.101.v20190912_1541,"com.ibm.ws.ast.st.core",1608074119282
started,bundle,org.eclipse.jst.server.core,1.2.500.v201802202048,"org.eclipse.jst.server.core",1608074119289
started,bundle,com.ibm.ws.st.osgi.core,1.1.101.v20190912_1541,"com.ibm.ws.st.osgi.core",1608074119298
started,bundle,com.ibm.ws.kernel.feature.resolver,1.0.32.cl190920190905-0148,"com.ibm.ws.kernel.feature.resolver",1608074119314
started,bundle,com.ibm.ws.st.core,1.0.907.v2019-09-12_1422,"com.ibm.ws.st.core",1608074119322
started,bundle,org.eclipse.wst.server.ui,1.5.401.v201804051745,"org.eclipse.wst.server.ui",1608074119338
started,bundle,com.ibm.ccl.ws.finder.core,1.0.450.v20190912_1541,"com.ibm.ccl.ws.finder.core",1608074119344
started,bundle,com.ibm.ccl.ws.finder.ui,1.0.450.v20190912_1541,"com.ibm.ccl.ws.finder.ui",1608074119345
started,bundle,com.ibm.ws.jaxrs.core,1.0.900.v20190912_1541,"com.ibm.ws.jaxrs.core",1608074119387
opened,view,org.eclipse.ui.navigator.resources,3.6.200.v20180828-0837,"org.eclipse.ui.navigator.ProjectExplorer",1608074119485
activated,view,org.eclipse.ui.navigator.resources,3.6.200.v20180828-0837,"org.eclipse.ui.navigator.ProjectExplorer",1608074119602
started,bundle,com.ibm.support.trace,1.0.300.v20190912_1541,"com.ibm.support.trace",1608074120206
started,bundle,com.ibm.etools.aries.rad.ext.core,2.0.0.v20190912_1541,"com.ibm.etools.aries.rad.ext.core",1608074120206
started,bundle,org.eclipse.jst.jee,1.0.902.v201802201739,"org.eclipse.jst.jee",1608074120221
started,bundle,org.eclipse.cft.server.standalone.core,1.0.4.v201805291812,"org.eclipse.cft.server.standalone.core",1608074120245
started,bundle,org.eclipse.cft.server.core,1.2.3.v201805291812,"org.eclipse.cft.server.core",1608074120278
started,bundle,com.ibm.etools.javaee.cdi.core,1.2.101.v20190912_1541,"com.ibm.etools.javaee.cdi.core",1608074121686
started,bundle,com.ibm.etools.javaee.core,1.3.403.v20190912_1541,"com.ibm.etools.javaee.core",1608074121706
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.901.v201802201739,"org.eclipse.jst.j2ee.ejb",1608074121726
