what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1606867553673
started,bundle,org.eclipse.osgi,3.13.100.v20180827-1536,"org.eclipse.osgi",1606867553676
started,bundle,org.eclipse.equinox.simpleconfigurator,1.3.100.v20180827-1122,"org.eclipse.equinox.simpleconfigurator",1606867553677
started,bundle,com.ibm.ast.ws.jaxws.emitter,2.100.100.v20190912_1541,"com.ibm.ast.ws.jaxws.emitter",1606867553678
started,bundle,com.ibm.ccl.help.preferenceharvester,2.1.7.v20130205_1913,"com.ibm.ccl.help.preferenceharvester",1606867553679
started,bundle,com.ibm.ccl.ws.finder.core,1.0.450.v20190912_1541,"com.ibm.ccl.ws.finder.core",1606867553680
started,bundle,com.ibm.ccl.ws.finder.ui,1.0.450.v20190912_1541,"com.ibm.ccl.ws.finder.ui",1606867553680
started,bundle,com.ibm.etools.common.migration,1.0.450.v20190912_1541,"com.ibm.etools.common.migration",1606867553681
started,bundle,com.ibm.etools.common.migration.ui,1.0.300.v20190912_1541,"com.ibm.etools.common.migration.ui",1606867553682
started,bundle,com.ibm.etools.emf.workbench.ui,5.1.601.v20190912_1541,"com.ibm.etools.emf.workbench.ui",1606867553683
started,bundle,com.ibm.etools.j2ee.ui,6.0.952.v20190912_1541,"com.ibm.etools.j2ee.ui",1606867553683
started,bundle,com.ibm.etools.maven.liberty.integration,1.2.1.v2019-09-12_1422,"com.ibm.etools.maven.liberty.integration",1606867553684
started,bundle,com.ibm.etools.project.explorer,7.5.201.v20190912_1541,"com.ibm.etools.project.explorer",1606867553684
started,bundle,com.ibm.icu,62.1.0.v20180727-1652,"com.ibm.icu",1606867553685
started,bundle,com.ibm.jee.was.descriptors,1.2.500.v20190912_1541,"com.ibm.jee.was.descriptors",1606867553686
started,bundle,com.ibm.ut.help.common,2.13.3.v20130508_2218,"com.ibm.ut.help.common",1606867553687
started,bundle,com.ibm.ut.help.parser,2.4.3.v20130227_1752,"com.ibm.ut.help.parser",1606867553688
started,bundle,com.ibm.ut.ic.server,1.1.10.v20130412_1700,"com.ibm.ut.ic.server",1606867553688
started,bundle,com.ibm.wdt.preferences,1.0.201.v20190912_1541,"com.ibm.wdt.preferences",1606867553689
started,bundle,com.ibm.ws.ast.st.common.core,6.3.0.v20190912_1541,"com.ibm.ws.ast.st.common.core",1606867553689
started,bundle,com.ibm.ws.ast.st.core,7.2.101.v20190912_1541,"com.ibm.ws.ast.st.core",1606867553689
started,bundle,com.ibm.ws.ast.verify.core,1.1.201.v20190912_1541,"com.ibm.ws.ast.verify.core",1606867553690
started,bundle,com.ibm.ws.ast.verify.ui,1.0.201.v20190912_1541,"com.ibm.ws.ast.verify.ui",1606867553691
started,bundle,com.ibm.ws.jaxrs.core,1.0.900.v20190912_1541,"com.ibm.ws.jaxrs.core",1606867553693
started,bundle,com.ibm.ws.kernel.feature.resolver,1.0.32.cl190920190905-0148,"com.ibm.ws.kernel.feature.resolver",1606867553694
started,bundle,com.ibm.ws.st.common.core,1.0.306.v2019-09-12_1422,"com.ibm.ws.st.common.core",1606867553695
started,bundle,com.ibm.ws.st.core,1.0.907.v2019-09-12_1422,"com.ibm.ws.st.core",1606867553695
started,bundle,com.ibm.ws.st.liberty.buildplugin.integration,1.0.2.v2019-09-12_1422,"com.ibm.ws.st.liberty.buildplugin.integration",1606867553696
started,bundle,com.ibm.ws.st.liberty.gradle,1.0.1.v2019-09-12_1422,"com.ibm.ws.st.liberty.gradle",1606867553697
started,bundle,com.ibm.ws.st.osgi.core,1.1.101.v20190912_1541,"com.ibm.ws.st.osgi.core",1606867553698
started,bundle,org.apache.felix.gogo.command,1.0.2.v20170914-1324,"org.apache.felix.gogo.command",1606867553698
started,bundle,org.apache.felix.gogo.runtime,1.1.0.v20180713-1646,"org.apache.felix.gogo.runtime",1606867553699
started,bundle,org.apache.felix.gogo.shell,1.1.0.v20180713-1646,"org.apache.felix.gogo.shell",1606867553700
started,bundle,org.apache.felix.scr,2.0.14.v20180822-1822,"org.apache.felix.scr",1606867553701
started,bundle,org.eclipse.buildship.core,2.2.1.v20180125-1441,"org.eclipse.buildship.core",1606867553702
started,bundle,org.eclipse.buildship.stsmigration,2.2.1.v20180125-1441,"org.eclipse.buildship.stsmigration",1606867553702
started,bundle,org.eclipse.buildship.ui,2.2.1.v20180125-1441,"org.eclipse.buildship.ui",1606867553703
started,bundle,org.eclipse.cft.server.verify.ui,1.0.1.v201805291812,"org.eclipse.cft.server.verify.ui",1606867553704
started,bundle,org.eclipse.core.contenttype,3.7.100.v20180817-1401,"org.eclipse.core.contenttype",1606867553705
started,bundle,org.eclipse.core.expressions,3.6.200.v20180817-1401,"org.eclipse.core.expressions",1606867553705
started,bundle,org.eclipse.core.filebuffers,3.6.300.v20180822-1339,"org.eclipse.core.filebuffers",1606867553706
started,bundle,org.eclipse.core.filesystem,1.7.200.v20180828-0158,"org.eclipse.core.filesystem",1606867553709
started,bundle,org.eclipse.core.jobs,3.10.100.v20180817-1215,"org.eclipse.core.jobs",1606867553710
started,bundle,org.eclipse.core.net,1.3.300.v20180827-1041,"org.eclipse.core.net",1606867553711
started,bundle,org.eclipse.core.resources,3.13.100.v20180828-0158,"org.eclipse.core.resources",1606867553712
started,bundle,org.eclipse.core.runtime,3.15.0.v20180817-1401,"org.eclipse.core.runtime",1606867553713
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1606867553713
started,bundle,org.eclipse.debug.core,3.13.0.v20180821-1744,"org.eclipse.debug.core",1606867553714
started,bundle,org.eclipse.e4.core.contexts,1.7.100.v20180817-1215,"org.eclipse.e4.core.contexts",1606867553715
started,bundle,org.eclipse.e4.core.di,1.7.100.v20180817-1215,"org.eclipse.e4.core.di",1606867553716
started,bundle,org.eclipse.e4.core.di.extensions,0.15.200.v20180817-1215,"org.eclipse.e4.core.di.extensions",1606867553716
started,bundle,org.eclipse.e4.core.di.extensions.supplier,0.15.200.v20180817-1215,"org.eclipse.e4.core.di.extensions.supplier",1606867553717
started,bundle,org.eclipse.e4.core.services,2.1.200.v20180817-1215,"org.eclipse.e4.core.services",1606867553718
started,bundle,org.eclipse.e4.ui.bindings,0.12.200.v20180828-0227,"org.eclipse.e4.ui.bindings",1606867553719
started,bundle,org.eclipse.e4.ui.css.swt,0.13.200.v20180828-0227,"org.eclipse.e4.ui.css.swt",1606867553719
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.12.100.v20180828-0227,"org.eclipse.e4.ui.css.swt.theme",1606867553720
started,bundle,org.eclipse.e4.ui.di,1.2.300.v20180906-1121,"org.eclipse.e4.ui.di",1606867553721
started,bundle,org.eclipse.e4.ui.model.workbench,2.1.100.v20180904-1914,"org.eclipse.e4.ui.model.workbench",1606867553721
started,bundle,org.eclipse.e4.ui.services,1.3.200.v20180906-1121,"org.eclipse.e4.ui.services",1606867553722
started,bundle,org.eclipse.e4.ui.workbench,1.7.0.v20180906-1121,"org.eclipse.e4.ui.workbench",1606867553724
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.3.200.v20180828-0227,"org.eclipse.e4.ui.workbench.addons.swt",1606867553725
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.14.300.v20180828-0227,"org.eclipse.e4.ui.workbench.renderers.swt",1606867553726
started,bundle,org.eclipse.e4.ui.workbench.swt,0.14.300.v20180906-1121,"org.eclipse.e4.ui.workbench.swt",1606867553727
started,bundle,org.eclipse.ecf,3.9.1.v20180801-1752,"org.eclipse.ecf",1606867553729
started,bundle,org.eclipse.ecf.filetransfer,5.0.100.v20180301-0132,"org.eclipse.ecf.filetransfer",1606867553729
started,bundle,org.eclipse.ecf.identity,3.9.1.v20180810-0833,"org.eclipse.ecf.identity",1606867553730
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.400.v20180306-0429,"org.eclipse.ecf.provider.filetransfer",1606867553731
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1606867553732
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient4,1.1.300.v20180301-0132,"org.eclipse.ecf.provider.filetransfer.httpclient4",1606867553734
started,bundle,org.eclipse.egit.core,5.1.0.201809111528-r,"org.eclipse.egit.core",1606867553735
started,bundle,org.eclipse.egit.ui,5.1.0.201809111528-r,"org.eclipse.egit.ui",1606867553736
started,bundle,org.eclipse.emf.common,2.15.0.v20180723-1316,"org.eclipse.emf.common",1606867553736
started,bundle,org.eclipse.emf.common.ui,2.14.0.v20180706-1146,"org.eclipse.emf.common.ui",1606867553736
started,bundle,org.eclipse.emf.ecore,2.15.0.v20180722-1159,"org.eclipse.emf.ecore",1606867553736
